2026-02-02 12:12:10 | INFO | Initializing Job Application Agent with OpenAI GPT...
2026-02-02 12:12:10 | INFO | Loading sentence transformer model...
2026-02-02 12:12:14 | INFO | Model loaded successfully
2026-02-02 12:12:14 | INFO | Agent initialized successfully with GPT-3.5-turbo
2026-02-02 12:12:14 | INFO | ======================================================================
2026-02-02 12:12:14 | INFO | STARTING FULL JOB APPLICATION PIPELINE (OpenAI GPT)
2026-02-02 12:12:14 | INFO | ======================================================================
2026-02-02 12:12:14 | INFO | ==================================================
2026-02-02 12:12:14 | INFO | STEP 1: Loading and parsing resume
2026-02-02 12:12:14 | INFO | ==================================================
2026-02-02 12:12:14 | INFO | Parsing resume: data/resumes/resume.pdf
2026-02-02 12:12:18 | ERROR | AI parsing failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-02-02 12:12:18 | INFO | Successfully parsed resume for: ARPIT PANDEY
2026-02-02 12:12:18 | INFO | Parsed resume for: ARPIT PANDEY
2026-02-02 12:12:18 | INFO | Experience: 3.0 years
2026-02-02 12:12:18 | INFO | Skills: 18 identified
2026-02-02 12:12:18 | INFO | Resume data saved to: /Users/arpitpandey/Documents/Personal/Job_Application_Tool/data/parsed_resume.json
2026-02-02 12:12:18 | INFO | ==================================================
2026-02-02 12:12:18 | INFO | STEP 2: Scraping jobs from platforms
2026-02-02 12:12:18 | INFO | ==================================================
2026-02-02 12:12:18 | INFO | Searching for: Data Scientist
2026-02-02 12:12:18 | INFO | Location: India
2026-02-02 12:12:18 | INFO | Platforms: linkedin, indeed, naukri
2026-02-02 12:12:18 | INFO | Scraping LinkedIn for: Data Scientist in India
2026-02-02 12:12:44 | INFO | Scraped: Data Scientist at NielsenIQ
2026-02-02 12:12:48 | INFO | Scraped: Machine Learning Engineer (T25) at eBay
2026-02-02 12:12:52 | INFO | Scraped: Data Scientist at ProcDNA
2026-02-02 12:12:55 | INFO | Scraped: Machine Learning Engineer - Bangalore at HYrEzy Tech Solutions
2026-02-02 12:12:58 | INFO | Scraped: Data Engineer Python- Associate- Software Engineer at Morgan Stanley
2026-02-02 12:13:02 | INFO | Scraped: Python+ Gen AI Lead at Infosys
2026-02-02 12:13:06 | INFO | Scraped: Machine Learning Engineer at VAYUZ Technologies
2026-02-02 12:13:10 | INFO | Scraped: Data Science Intern at BNP Paribas
2026-02-02 12:13:13 | INFO | Scraped: Generative AI, AI/ML, Python, Databricks at Infosys
2026-02-02 12:13:17 | INFO | Scraped: Data Scientist at Tata Consultancy Services
2026-02-02 12:13:21 | INFO | Scraped: Data Science Specialist at Kotak Life
2026-02-02 12:13:25 | INFO | Scraped: Specialist - Finance Data Scientist at HARMAN India
2026-02-02 12:13:29 | INFO | Scraped: Associate Data Scientist at Anko GCC
2026-02-02 12:13:33 | INFO | Scraped: Data Scientist (Remote) at Keystone Recruitment
2026-02-02 12:13:37 | INFO | Scraped: Machine Learning Engineer at Flexiple
2026-02-02 12:13:41 | INFO | Scraped: AI Engineer at Viraaj HR Solutions Private Limited
